ID,Agree_IN,ASQ1,ASQ1A,ASQ1B,ASQ1C,ASQ2A,ASQ2AC,SQ1,SQ2,SQ3,SQ4,SQ5,SQ5A,SQ5AA,AQ1,ATQ1_7,AQ1A,AQ1B,Q1,Q1A,RQ1A,Q1B_1,Q1B_2,Q1B_3,Q1B_4,Q1B_5,Q1B_6,Q1B_7,Q1B_8,TQ1B_8,Q2,RQ2,Q3,RQ3,Q4,Q5,Q5A,Q6,Q6A,Q7,RQ7,Q7A_1_1,Q7A_1_2,Q7A_1_3,Q7A_1_4,TQ7A_1_4,Q7A_1_5,Q7A_2_1,Q7A_2_2,Q7A_2_3,Q7A_2_4,TQ7A_2_4,Q7A_2_5,Q7A_3_1,Q7A_3_2,Q7A_3_3,Q7A_3_4,TQ7A_3_4,Q7A_3_5,Q7A_4_1,Q7A_4_2,Q7A_4_3,Q7A_4_4,TQ7A_4_4,Q7A_4_5,Q7A_5_1,Q7A_5_2,Q7A_5_3,Q7A_5_4,TQ7A_5_4,Q7A_5_5,Q7A_6_1,Q7A_6_2,Q7A_6_3,Q7A_6_4,TQ7A_6_4,Q7A_6_5,Q7A_7_1,Q7A_7_2,Q7A_7_3,Q7A_7_4,TQ7A_7_4,Q7A_7_5,Q7A_8_1,Q7A_8_2,Q7A_8_3,Q7A_8_4,TQ7A_8_4,Q7A_8_5,Q7A_9_1,Q7A_9_2,Q7A_9_3,Q7A_9_4,TQ7A_9_4,Q7A_9_5,Q7A_10_1,Q7A_10_2,Q7A_10_3,Q7A_10_4,TQ7A_10_4,Q7A_10_5,Q7A_11_1,Q7A_11_2,Q7A_11_3,Q7A_11_4,TQ7A_11_4,Q7A_11_5,Q7A_12_1,Q7A_12_2,Q7A_12_3,Q7A_12_4,TQ7A_12_4,Q7A_12_5,Q7A_13_1,Q7A_13_2,Q7A_13_3,Q7A_13_4,TQ7A_13_4,Q7A_13_5,Q7A_14_1,Q7A_14_2,Q7A_14_3,Q7A_14_4,TQ7A_14_4,Q7A_14_5,Q7A_15_1,Q7A_15_2,Q7A_15_3,Q7A_15_4,TQ7A_15_4,Q7A_15_5,Q7A_16_1,Q7A_16_2,Q7A_16_3,Q7A_16_4,TQ7A_16_4,Q7A_16_5,Q7A_17_1,Q7A_17_2,Q7A_17_3,Q7A_17_4,TQ7A_17_4,Q7A_17_5,Q7A_18_1,Q7A_18_2,Q7A_18_3,Q7A_18_4,TQ7A_18_4,Q7A_18_5,Q7A_19_1,Q7A_19_2,Q7A_19_3,Q7A_19_4,TQ7A_19_4,Q7A_19_5,Q7A_20_1,Q7A_20_2,Q7A_20_3,Q7A_20_4,TQ7A_20_4,Q7A_20_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ7A_7,TDQ4A_7,DQ5,TDQ5_11,DQ6,TDQ6_11,D_SQ1,D_SQ2,D_SQ3,D_SQ4,D_SQ5AA,D_DQ1,D_DQ2,D_DQ3,D_DQ3A,D_DQ4,D_DQ5,D_DQ6,WT
760,Y,,,,,,,1,29,1,1,2021-12-17 오후 1:12:16,4,5,,,,,1,16,6,,2,,,,,,,,2,2,1,1,1,1,1,1,1,20,5,7,1,2,2,,2,7,1,2,2,,2,7,1,2,2,,2,7,1,2,2,,2,7,1,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,1,2,2,,2,6,1,2,2,,2,6,2,2,2,,2,7,1,2,2,,2,7,1,2,2,,2,7,1,2,2,,2,6,2,5,1,,1,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,6,2,2,2,,2,7,2,2,2,,2,7,1,2,2,,2,1,5,,4,2,1,,,,,,,,,4,,4,,1,6,1,1,1,1,3,3,2,1,2,2,1.18
761,Y,,,,,,,1,28,1,1,2021-12-17 오후 1:18:15,4,5,,,,,1,10,5,,2,,,,,,,,2,2,1,1,3,1,2,3,4,10,5,7,1,5,2,,1,7,1,5,2,,1,6,2,5,2,,2,9,1,5,2,,1,10,1,5,2,,1,8,1,2,2,,2,7,1,3,2,,1,6,2,4,1,,1,10,1,2,1,,1,9,2,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,1,4,,,3,,,6,,,5,,9,,1,6,1,1,1,1,1,3,1,4,3,4,1.18
763,Y,,,,,,,1,60,6,1,2021-12-17 오후 1:34:47,4,5,,,,,1,4,3,,2,,,,,,,,1,1,0,0,3,2,3,1,2,10,5,10,1,4,2,,2,10,2,4,2,,2,10,1,4,5,,2,10,1,4,5,,2,10,1,4,5,,2,10,1,4,5,,2,10,1,3,1,,2,10,1,3,2,,2,10,1,3,2,,2,10,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,2,,1,,,,,,,,,5,,5,,1,10,3,1,1,1,3,1,,1,3,3,1.1
764,Y,,,,,,,2,28,10,2,2021-12-17 오후 1:44:43,4,5,,,,,1,18,6,,2,,,,,,,,10,4,20,4,3,1,1,4,3,5,4,6,2,2,2,,2,6,2,1,2,,2,6,2,1,2,,2,6,2,1,2,,2,6,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,1,4,1,2,,,,,,,4,,7,,2,6,7,2,1,1,1,3,1,4,2,4,1.08
766,Y,,,,,,,1,60,9,2,2021-12-17 오후 2:50:40,4,5,,,,,1,12,6,,2,,,,,,,,3,3,1,1,3,2,3,1,2,6,4,9,1,2,2,,2,9,1,2,2,,2,10,1,2,2,,2,10,1,3,2,,2,7,1,3,2,,2,7,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,1,4,1,2,,,,,,,8,,9,,1,10,2,2,1,1,1,3,1,4,4,4,1.16
768,Y,,,,,,,1,24,2,1,2021-12-17 오후 3:01:07,4,5,,,,,2,,,,,,,,,,,,0,0,0,0,4,1,4,1,4,2,2,6,1,2,5,,2,6,1,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,4,,,3,,,6,,,1,,9,,1,6,6,1,1,3,,1,,4,1,4,1.16
770,Y,,,,,,,2,22,2,1,2021-12-17 오후 3:11:57,4,5,,,,,1,13,6,,2,,,,,,,,3,3,1,1,3,1,3,2,2,4,3,6,2,5,2,,1,6,2,4,5,,1,6,2,4,5,,1,6,2,4,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,3,2,4,,,3,,,6,,,8,,9,,2,6,6,1,1,2,3,2,2,4,4,4,1.08
772,Y,,,,,,,1,26,1,1,2021-12-17 오후 4:12:51,4,5,,,,,1,10,5,,2,,,,,,,,1,1,3,3,2,1,2,1,3,4,3,10,1,3,2,,2,9,1,5,2,,2,8,2,2,2,,2,8,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,5,,,3,,,6,,,7,,8,,1,6,1,1,1,1,1,3,2,5,4,4,1.18
773,Y,,,,,,,2,27,3,1,2021-12-17 오후 5:22:26,4,5,,,,,1,11,5,,2,,,,,,,,1,1,0,0,3,1,3,1,4,5,4,6,2,3,1,,2,6,1,3,1,,1,9,2,4,1,,1,10,1,4,1,,1,10,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,5,,,3,,,6,,,4,,7,,2,6,5,1,1,1,2,3,2,5,2,4,1.07
774,Y,,,,,,,1,28,9,2,2021-12-17 오후 5:34:29,4,5,,,,,1,8,4,,2,,,,,,,,2,2,0,0,4,1,1,1,4,5,4,6,1,5,2,,2,6,1,5,2,,2,6,1,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,2,1,,,,,,,,,4,,4,,1,6,2,2,1,1,3,3,2,1,2,2,1.24
775,Y,,,,,,,1,65,9,2,2021-12-17 오후 5:42:22,4,5,,,,,1,12,6,,2,,,,,,,,3,3,1,1,3,1,3,1,3,2,2,10,1,1,8,,2,9,1,1,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,5,2,2,1,,,,,,,,6,,7,,1,10,2,2,1,1,3,4,2,2,3,4,1.16
776,Y,,,,,,,1,29,16,2,2021-12-17 오후 6:34:35,4,5,,,,,1,9,5,,2,,,,,,,,5,4,5,4,4,1,4,1,4,3,3,7,1,4,1,,2,8,1,4,2,,2,8,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,,,3,,,,,,6,,7,,1,6,6,2,1,1,2,3,2,2,3,4,1.16
778,Y,,,,,,,1,25,9,3,2021-12-17 오후 7:17:27,4,5,,,,,1,20,6,,,3,,5,6,,,,19,4,4,3,4,3,4,2,4,3,3,6,1,3,4,,2,4,2,5,10,모텔,1,4,2,4,10,모텔,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,2,,3,1,,,,,,,,5,,9,,1,6,2,3,1,2,4,1,,3,3,4,1.24
779,Y,,,,,,,1,28,15,3,2021-12-17 오후 7:53:15,4,5,,,,,1,17,6,,2,,,,,,,,2,2,1,1,4,2,3,3,4,10,5,8,1,1,2,,2,8,2,1,2,,2,9,2,2,2,,2,8,1,1,2,,2,7,1,1,2,,2,6,1,1,2,,2,7,1,2,2,,2,9,1,2,2,,2,8,2,2,1,,2,7,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,2,3,,,,,,6,,,4,,6,,1,6,5,3,1,2,2,3,2,3,2,3,1.29
780,Y,,,,,,,2,29,9,2,2021-12-17 오후 8:06:05,4,5,,,,,1,15,6,,2,,,,,,,,5,4,0,0,3,3,3,1,5,5,4,7,2,3,2,,2,7,2,3,2,,2,7,2,3,2,,2,6,2,3,2,,2,6,1,4,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,,,3,,,6,,,5,,9,,2,6,2,2,1,1,2,3,2,4,3,4,1.26
781,Y,,,,,,,1,65,11,2,2021-12-17 오후 8:21:44,4,5,,,,,1,8,4,,2,,,,,,,,1,1,0,0,4,2,3,1,4,10,5,9,2,2,2,,2,9,1,2,2,,2,5,2,2,2,,2,5,1,2,2,,2,9,2,2,2,,2,9,1,2,2,,2,5,2,2,2,,2,5,2,2,2,,2,5,1,2,2,,2,5,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,,2,,,,,,,6,,9,,1,10,3,2,1,1,2,3,2,3,3,4,1.1
782,Y,,,,,,,1,34,2,1,2021-12-17 오후 8:59:07,4,5,,,,,1,8,4,,2,,,,,,,,3,3,3,3,4,1,4,1,4,2,2,7,1,1,2,,2,7,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,2,3,,,3,,,,,,4,,5,,1,7,6,1,1,1,3,3,2,3,2,3,1.26
783,Y,,,,,,,2,28,6,1,2021-12-17 오후 9:18:45,4,5,,,,,1,14,6,,2,,,,,,,,0,0,0,0,4,1,2,1,4,2,2,9,2,2,1,,2,6,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,3,,,3,,,6,,,4,,8,,2,6,3,1,1,1,2,3,1,3,2,4,1.1
784,Y,,,,,,,1,27,16,2,2021-12-17 오후 9:58:42,4,5,,,,,1,12,6,,2,,,,,,,,2,2,1,1,3,3,3,1,2,4,3,6,1,3,5,,2,6,1,3,5,,2,6,1,3,5,,2,6,1,4,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,3,,,3,,,,,,5,,6,,1,6,6,2,1,3,,3,2,3,3,3,1.16
785,Y,,,,,,,2,60,14,2,2021-12-17 오후 10:10:28,4,5,,,,,1,6,4,,2,,,,,,,,1,1,1,1,2,2,1,1,4,8,4,6,2,2,5,,2,7,1,3,5,,1,9,2,2,6,,2,10,1,4,6,,1,5,2,2,5,,2,9,2,3,6,,2,9,2,3,6,,2,7,1,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,2,1,,,,,,,,10,,11,100000000,2,10,4,2,1,1,2,3,1,2,4,4,1.19
786,Y,,,,,,,2,22,3,1,2021-12-17 오후 10:20:33,4,5,,,,,1,8,4,,2,,,,,,,,5,4,1,1,3,3,3,1,4,2,2,6,1,4,5,,2,6,2,4,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,1,,,,,,,,,2,,2,,2,6,5,1,1,1,2,3,2,1,1,1,1.07
824,Y,,,,,,,2,42,7,1,2021-12-19 오전 8:05:52,6,2,,,,,1,1,2,,2,,,,,,,,3,3,3,3,4,1,4,1,4,2,2,3,1,5,1,,1,8,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,3,1,2,,,,,,,1,,4,,2,8,6,1,2,1,2,1,,3,1,2,1.19
825,Y,,,,,,,1,43,1,1,2021-12-19 오전 8:06:08,6,2,,,,,1,5,3,1,,,,,,,,,1,1,1,1,1,1,1,1,4,1,1,11,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,2,1,,,,,,,,,7,,7,,1,8,1,1,2,1,1,3,2,1,4,4,1.19
826,Y,,,,,,,2,26,9,2,2021-12-19 오전 8:08:31,6,2,,,,,1,6,4,,2,,,,,,,,0,0,0,0,3,2,3,1,1,1,1,9,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,,,3,,,,,,4,,7,,2,6,2,2,2,1,2,3,2,3,2,4,1.26
827,Y,,,,,,,1,24,11,3,2021-12-19 오전 8:11:22,6,2,,,,,1,1,2,,,3,,,,7,,,1,1,0,0,3,1,3,1,3,1,1,8,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,4,,,3,,,6,,,1,,4,,1,6,3,3,2,3,,1,,4,1,2,1.29
828,Y,,,,,,,2,44,1,1,2021-12-19 오전 8:11:15,6,2,,,,,1,1,2,,,,,,,7,,,1,1,0,0,3,1,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,6,,9,,2,8,1,1,2,1,2,3,2,4,3,4,1.14
829,Y,,,,,,,1,36,12,3,2021-12-19 오전 8:09:35,6,2,,,,,1,18,6,,2,,,,,,,,1,1,0,0,4,2,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,4,2,2,1,,,,,,,,7,,9,,1,7,3,3,2,1,4,3,2,2,4,4,1.07
830,Y,,,,,,,2,30,4,1,2021-12-19 오전 8:10:14,6,2,,,,,1,2,2,,2,,,,,,,,1,1,0,0,2,3,2,1,4,3,3,10,1,3,1,,2,9,2,4,1,,2,7,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,2,4,,,3,,,6,,,5,,10,,2,7,2,1,2,2,2,3,2,4,3,4,1.2
831,Y,,,,,,,1,64,16,2,2021-12-19 오전 8:13:40,6,2,,,,,1,3,3,,,,,,,,8,등산,1,1,0,0,2,1,2,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,1,2,1,,,,,,,,4,,5,,1,10,6,2,2,3,,2,1,2,2,3,1.08
832,Y,,,,,,,2,44,2,1,2021-12-19 오전 8:14:37,6,2,,,,,1,8,4,,2,,,,,,,,1,1,0,0,4,1,3,1,4,3,3,3,1,3,1,,1,8,1,4,6,,2,7,2,1,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,1,2,,,,,,,8,,9,,2,8,6,1,2,3,,3,2,3,4,4,1.19
833,Y,,,,,,,1,21,8,1,2021-12-19 오전 8:13:34,6,2,,,,,1,3,3,,2,,,,,,,,1,1,1,1,3,2,2,1,3,3,3,8,1,3,1,,1,8,2,3,1,,1,6,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,1,4,,,3,,,6,,,2,,8,,1,6,3,1,2,3,,2,1,4,1,4,1.29
834,Y,,,,,,,2,64,5,1,2021-12-19 오전 8:14:46,6,2,,,,,1,16,6,,2,,,,,,,,10,4,5,4,4,1,1,3,1,2,2,10,2,1,6,,2,9,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,1,,,,,,,,7,,9,,2,10,4,1,2,1,2,3,2,2,4,4,1.19
835,Y,,,,,,,2,43,16,2,2021-12-19 오전 8:18:29,6,2,,,,,1,8,4,,2,,,,,,,,5,4,0,0,3,1,2,2,4,4,3,10,2,2,1,,2,10,2,2,1,,2,10,2,2,1,,2,10,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,2,3,1,2,,,,,,,6,,8,,2,8,6,2,2,2,5,3,2,3,3,4,1.19
836,Y,,,,,,,1,46,1,1,2021-12-19 오전 8:21:24,6,2,,,,,2,,,,,,,,,,,,0,0,0,0,2,1,1,1,1,2,2,4,1,3,1,,1,8,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,3,1,2,,,,,,,9,,11,110000000,1,8,1,1,2,1,2,3,1,3,4,4,1.19
837,Y,,,,,,,2,52,1,1,2021-12-19 오전 8:23:11,6,2,,,,,1,12,6,,2,,,,,,,,3,3,2,2,2,1,1,1,1,15,5,9,1,2,1,,1,4,2,2,1,,1,3,1,2,1,,1,9,1,2,2,,2,8,2,2,2,,2,8,1,1,2,,2,8,2,1,2,,2,8,1,1,2,,2,7,1,1,2,,2,7,2,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,8,2,1,2,,2,8,2,1,2,,2,8,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,4,1,2,,,,,,,9,,11,150000000,2,9,1,1,2,1,1,3,2,4,4,4,1.17
839,Y,,,,,,,2,43,3,1,2021-12-19 오전 8:35:02,6,2,,,,,1,11,5,,2,,,,,,,,1,1,1,1,3,2,3,1,4,2,2,8,1,2,1,,2,5,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,1,5,1,2,3,,,,,,9,,11,125000000,2,8,5,1,2,1,1,3,1,5,4,4,1.07
840,Y,,,,,,,2,48,9,2,2021-12-19 오전 8:33:29,6,2,,,,,1,12,6,,2,,,,,,,,2,2,0,0,2,1,1,1,1,5,4,6,2,3,1,,2,6,2,3,1,,2,9,1,4,1,,1,9,2,3,2,,2,9,2,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,2,4,1,2,,,,,,,4,,10,,2,8,2,2,2,1,3,3,2,4,2,4,1.22
841,Y,,,,,,,1,39,9,3,2021-12-19 오전 8:34:33,6,2,,,,,1,18,6,,2,,,,,,,,5,4,5,4,2,2,1,1,4,4,3,8,1,5,5,,2,8,2,5,5,,2,8,2,5,5,,2,5,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,1,3,1,2,,,,,,,6,,9,,1,7,2,3,2,1,3,3,1,3,3,4,1.24
842,Y,,,,,,,1,36,1,1,2021-12-19 오전 8:35:42,6,2,,,,,1,18,6,,2,,,,,,,,1,1,0,0,3,1,1,2,2,4,3,2,2,5,1,,1,2,1,5,1,,1,10,1,4,1,,2,7,2,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,4,,8,,1,7,1,1,2,1,2,3,2,4,2,4,1.17
843,Y,,,,,,,2,64,13,2,2021-12-19 오전 8:39:05,6,2,,,,,1,12,6,,2,,,,,,,,3,3,0,0,1,1,1,1,2,4,3,10,1,2,6,,2,10,2,1,2,,2,11,1,2,2,,2,11,1,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,2,1,,,,,,,,2,,4,,2,10,4,2,2,3,,1,,2,1,2,1.19
844,Y,,,,,,,2,66,9,2,2021-12-19 오전 8:41:42,6,2,,,,,1,1,2,,,3,,,,7,,,2,2,1,1,3,1,2,1,3,2,2,8,2,1,6,,2,6,2,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,,,3,,,,,,5,,6,,2,10,2,2,2,3,,1,,2,3,3,1.22
845,Y,,,,,,,2,58,4,1,2021-12-19 오전 8:45:27,6,2,,,,,1,2,2,,,3,,5,,,,,2,2,0,0,1,1,1,1,1,2,2,9,1,4,1,,2,7,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,1,2,,,,,,,1,,9,,2,9,2,1,2,3,,3,2,3,1,4,1.19
846,Y,,,,,,,2,58,9,3,2021-12-19 오전 8:45:15,6,2,,,,,1,12,6,,2,,,,,,,,5,4,3,3,3,1,3,2,2,10,5,9,2,1,2,,2,9,2,1,2,,2,7,1,1,2,,2,8,1,1,2,,2,7,2,1,2,,2,8,2,1,2,,2,7,1,1,2,,2,7,2,1,2,,2,9,2,1,5,,2,9,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,2,,2,1,,,,,,,,4,,8,,2,9,2,3,2,1,4,1,,2,2,4,1.19
847,Y,,,,,,,2,47,9,2,2021-12-19 오전 8:50:53,6,2,,,,,1,2,2,,2,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,9,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,1,3,1,2,,,,,,,11,150000000,11,150000000,2,8,2,2,2,3,,4,1,3,4,4,1.22
